make,model,year,mileage,price,color,state,date
Toyota,Cruze,2018,98225,48224,blue,NY,2023-06-12 23:02:01.649634
Ford,Fusion,2011,56074,43061,white,IL,2023-02-28 23:02:01.649106
Toyota,Accord,2010,24981,26856,blue,IL,2023-07-12 23:02:01.648557
Toyota,Cruze,2013,65297,29544,silver,NY,2024-01-08 23:02:01.648693
Honda,Accord,2017,66330,27324,red,FL,2023-11-17 23:02:01.648814
Ford,Fusion,2013,35849,36146,red,IL,2024-01-05 23:02:01.648933
Toyota,Cruze,2010,72591,37387,red,NY,2023-02-26 23:02:01.648648
Chevrolet,Accord,2011,93272,12002,black,IL,2023-12-17 23:02:01.649296
Ford,Fusion,2018,41441,26128,silver,FL,2023-06-23 23:02:01.649833
Honda,Fusion,2018,72574,10032,blue,NY,2023-12-15 23:02:01.648745
Toyota,Fusion,2014,84608,15644,red,TX,2023-07-17 23:02:01.649134
Toyota,Fusion,2011,21855,30217,silver,NY,2023-09-24 23:02:01.648581
Toyota,Fusion,2017,77362,47268,white,CA,2024-01-31 23:02:01.649610
Nissan,Altima,2017,68580,49781,blue,FL,2023-10-06 23:02:01.649299
Nissan,Fusion,2014,83120,23611,silver,CA,2023-11-19 23:02:01.649828
Honda,Altima,2010,92062,18318,blue,FL,2023-04-07 23:02:01.648644
Nissan,Fusion,2014,83120,23611,silver,CA,2023-11-19 23:02:01.649828
Nissan,Altima,2018,24635,15163,white,CA,2023-08-06 23:02:01.649307
Ford,Cruze,2015,71186,29725,black,NY,2023-04-21 23:02:01.648477
Ford,Cruze,2011,48131,30325,silver,IL,2023-08-21 23:02:01.649985
Nissan,Cruze,2018,49145,38511,black,FL,2023-11-17 23:02:01.649891
Nissan,Fusion,2014,51588,26237,blue,NY,2024-01-11 23:02:01.649141
Toyota,Cruze,2016,45157,24604,blue,TX,2023-08-08 23:02:01.648535
Chevrolet,Altima,2014,77003,39335,red,FL,2023-06-09 23:02:01.649021
Ford,Camry,2017,56198,29246,black,NY,2023-12-04 23:02:01.649719
Toyota,Accord,2017,23744,10359,silver,IL,2024-01-27 23:02:01.648428
Ford,Fusion,2014,60439,42147,white,CA,2023-11-10 23:02:01.648487
Honda,Accord,2012,52836,30182,white,NY,2023-10-27 23:02:01.649870
Chevrolet,Fusion,2011,23290,13056,silver,NY,2023-11-23 23:02:01.649182
Chevrolet,Fusion,2014,82253,39274,red,FL,2023-07-27 23:02:01.648896
Toyota,Camry,2011,63854,25428,black,IL,2023-11-19 23:02:01.650003
Ford,Fusion,2014,46403,38710,white,TX,2023-05-23 23:02:01.648960
Ford,Accord,2010,76312,30185,blue,FL,2023-06-06 23:02:01.648473
Toyota,Camry,2010,45377,47370,blue,IL,2023-05-11 23:02:01.649561
Chevrolet,Cruze,2017,55406,28971,silver,FL,2023-04-09 23:02:01.649085
Nissan,Camry,2013,88226,35412,red,TX,2024-02-10 23:02:01.648470
Nissan,Fusion,2010,11982,37310,silver,NY,2023-10-20 23:02:01.648778
Chevrolet,Fusion,2010,58245,33985,blue,CA,2023-11-05 23:02:01.649291
Chevrolet,Accord,2016,42425,48936,blue,FL,2024-02-07 23:02:01.649699
Chevrolet,Fusion,2013,20860,42545,red,IL,2023-09-13 23:02:01.648533
Chevrolet,Cruze,2016,28854,11583,silver,TX,2023-10-09 23:02:01.648597
Nissan,Cruze,2011,84321,25574,red,FL,2023-02-23 23:02:01.649513
Honda,Cruze,2012,61842,33361,red,TX,2024-02-17 23:02:01.649998
Nissan,Altima,2013,89404,20034,silver,FL,2023-05-22 23:02:01.648454
Chevrolet,Accord,2016,75296,46715,red,CA,2024-02-10 23:02:01.648827
Chevrolet,Altima,2014,84439,42702,silver,IL,2023-11-18 23:02:01.650161
Ford,Camry,2015,71922,17576,red,NY,2023-09-22 23:02:01.649127
Ford,Altima,2014,29361,33129,black,CA,2023-07-12 23:02:01.648517
Honda,Fusion,2014,77555,15880,silver,TX,2023-12-17 23:02:01.649825
Nissan,Altima,2018,46644,41213,black,NY,2023-10-18 23:02:01.649043
Honda,Accord,2013,37644,10692,black,FL,2023-11-28 23:02:01.648952
Toyota,Cruze,2018,43040,15424,blue,CA,2023-09-22 23:02:01.649485
Nissan,Fusion,2010,71748,44294,white,CA,2023-08-26 23:02:01.650114
Chevrolet,Accord,2016,51501,10243,blue,IL,2023-06-15 23:02:01.649301
Nissan,Accord,2010,61441,30044,red,CA,2023-12-05 23:02:01.650024
Chevrolet,Fusion,2017,64879,43126,silver,CA,2023-09-24 23:02:01.648967
Ford,Cruze,2012,74771,23515,black,FL,2023-06-01 23:02:01.648587
Toyota,Fusion,2010,47494,18680,blue,FL,2023-06-06 23:02:01.649648
Nissan,Altima,2014,21291,30582,silver,TX,2024-01-20 23:02:01.650004
Ford,Accord,2011,62908,30435,black,CA,2023-12-09 23:02:01.649172
Chevrolet,Altima,2013,58420,28036,blue,NY,2023-08-05 23:02:01.650056
Chevrolet,Fusion,2016,59786,22012,red,FL,2023-04-21 23:02:01.649475
Honda,Fusion,2010,59729,38162,black,NY,2023-09-01 23:02:01.648840
Ford,Cruze,2011,72867,17234,white,NY,2023-05-03 23:02:01.649276
Honda,Cruze,2016,54801,17990,silver,FL,2023-05-18 23:02:01.649664
Chevrolet,Altima,2018,77343,38677,blue,CA,2023-03-19 23:02:01.649112
Ford,Camry,2014,97246,22553,red,TX,2024-01-06 23:02:01.649932
Chevrolet,Fusion,2014,82253,39274,red,FL,2023-07-27 23:02:01.648896
Toyota,Accord,2018,82315,17453,red,CA,2023-06-08 23:02:01.650021
Chevrolet,Accord,2010,42308,19859,silver,IL,2023-03-23 23:02:01.648556
Ford,Fusion,2011,39573,13265,blue,IL,2023-05-04 23:02:01.649305
Chevrolet,Cruze,2010,31887,15790,white,CA,2023-06-22 23:02:01.648882
Chevrolet,Accord,2016,33463,45999,blue,NY,2023-06-30 23:02:01.648710
Ford,Cruze,2013,88519,44143,silver,IL,2023-05-24 23:02:01.650122
Toyota,Fusion,2010,40619,15103,silver,NY,2023-09-26 23:02:01.650027
Nissan,Altima,2017,24050,30188,blue,TX,2023-04-13 23:02:01.648771
Ford,Fusion,2017,37822,23085,black,TX,2024-02-18 23:02:01.649917
Nissan,Fusion,2015,76579,31080,blue,CA,2023-07-15 23:02:01.648879
Honda,Altima,2018,38019,16844,black,TX,2023-04-03 23:02:01.649826
Nissan,Fusion,2010,11982,37310,silver,NY,2023-10-20 23:02:01.648778
Chevrolet,Cruze,2011,39503,21989,silver,IL,2023-04-06 23:02:01.649255
Chevrolet,Altima,2012,11388,44920,blue,TX,2023-12-04 23:02:01.650019
Chevrolet,Camry,2015,36888,16802,red,CA,2023-12-07 23:02:01.649308
Nissan,Fusion,2013,87512,45667,white,FL,2023-12-17 23:02:01.649013
Toyota,Camry,2014,86860,17323,silver,FL,2023-09-06 23:02:01.648963
Nissan,Camry,2016,15389,25824,white,IL,2023-06-01 23:02:01.648825
Honda,Accord,2013,82448,20488,white,FL,2023-05-22 23:02:01.650059
Honda,Fusion,2010,37641,31169,blue,FL,2023-03-26 23:02:01.649199
Ford,Camry,2016,97387,28156,black,IL,2023-11-11 23:02:01.649815
Nissan,Camry,2015,85056,38407,white,NY,2023-04-11 23:02:01.648748
Chevrolet,Fusion,2018,22734,16436,black,NY,2023-08-06 23:02:01.648549
Ford,Altima,2011,91306,37530,silver,NY,2023-10-29 23:02:01.649281
Honda,Altima,2018,38019,16844,black,TX,2023-04-03 23:02:01.649826
Ford,Accord,2015,31907,28292,red,FL,2024-02-03 23:02:01.649790
Ford,Cruze,2012,59443,42159,silver,FL,2023-06-25 23:02:01.649702
Chevrolet,Cruze,2018,60286,30419,red,TX,2023-07-20 23:02:01.649909
Chevrolet,Cruze,2010,31887,15790,white,CA,2023-06-22 23:02:01.648882
Chevrolet,Altima,2016,81214,34270,black,TX,2023-07-13 23:02:01.648783
Honda,Accord,2010,69035,10908,blue,FL,2023-10-16 23:02:01.648859
Chevrolet,Cruze,2012,27076,13663,silver,CA,2023-06-13 23:02:01.649002
Ford,Cruze,2011,22766,29061,red,FL,2023-07-11 23:02:01.648765
Chevrolet,Cruze,2011,99157,37488,white,TX,2023-09-26 23:02:01.647970
Ford,Cruze,2012,66365,29545,black,NY,2023-10-10 23:02:01.649070
Toyota,Accord,2011,89020,33420,black,IL,2023-04-21 23:02:01.649162
Nissan,Cruze,2016,45529,46290,black,NY,2023-04-17 23:02:01.649077
Ford,Accord,2012,61476,14076,red,FL,2023-11-16 23:02:01.650102
Honda,Fusion,2017,33834,23886,silver,CA,2023-09-13 23:02:01.649133
Ford,Fusion,2012,78092,22058,blue,IL,2023-11-03 23:02:01.649709
Chevrolet,Cruze,2010,24728,25142,red,CA,2023-06-08 23:02:01.649687
Nissan,Cruze,2016,45529,46290,black,NY,2023-04-17 23:02:01.649077
Toyota,Accord,2014,17610,22362,white,FL,2023-06-04 23:02:01.648768
Chevrolet,Cruze,2010,95625,23393,silver,FL,2023-06-26 23:02:01.648633
Toyota,Accord,2011,16646,10439,blue,FL,2023-03-14 23:02:01.649623
Nissan,Fusion,2012,31459,32163,black,NY,2023-05-11 23:02:01.649225
Nissan,Cruze,2018,47336,11769,black,TX,2023-07-12 23:02:01.649873
Nissan,Fusion,2015,25405,35867,red,IL,2023-11-02 23:02:01.649854
Chevrolet,Altima,2011,45148,14041,silver,IL,2024-02-15 23:02:01.649123
Chevrolet,Accord,2010,42308,19859,silver,IL,2023-03-23 23:02:01.648556
Chevrolet,Camry,2013,14489,27512,silver,TX,2023-12-19 23:02:01.649463
Ford,Accord,2013,76917,42116,silver,CA,2023-03-05 23:02:01.649064
Nissan,Altima,2010,92108,13831,red,NY,2023-08-25 23:02:01.649294
Ford,Cruze,2014,89616,15917,white,CA,2023-03-28 23:02:01.649175
Ford,Fusion,2014,33947,37357,silver,CA,2023-10-14 23:02:01.648538
Ford,Fusion,2015,95389,10597,black,CA,2023-10-31 23:02:01.648446
Chevrolet,Fusion,2011,28593,27316,white,IL,2023-05-21 23:02:01.649878
Ford,Fusion,2014,96044,13560,black,CA,2023-06-21 23:02:01.649876
Ford,Accord,2011,59557,37009,blue,CA,2023-10-21 23:02:01.648575
Chevrolet,Accord,2016,10746,10719,white,IL,2023-06-09 23:02:01.649139
Honda,Accord,2018,76692,24581,red,IL,2023-11-03 23:02:01.649440
Ford,Cruze,2014,89616,15917,white,CA,2023-03-28 23:02:01.649175
Nissan,Altima,2011,34825,23254,white,TX,2023-04-21 23:02:01.649443
Ford,Camry,2016,58967,33328,white,CA,2023-03-18 23:02:01.649898
Toyota,Accord,2017,69402,43998,blue,TX,2023-12-12 23:02:01.649644
Ford,Altima,2010,57712,40595,white,NY,2023-04-03 23:02:01.648980
Nissan,Fusion,2014,96681,41438,silver,IL,2023-09-16 23:02:01.649096
Honda,Camry,2015,49429,16017,white,CA,2023-07-30 23:02:01.649725
Toyota,Camry,2014,17515,31659,blue,FL,2023-09-06 23:02:01.648821
Chevrolet,Fusion,2015,10338,46394,white,NY,2023-07-11 23:02:01.648759
Nissan,Altima,2018,46644,41213,black,NY,2023-10-18 23:02:01.649043
Ford,Accord,2014,59214,35763,silver,IL,2023-11-01 23:02:01.648689
Chevrolet,Camry,2010,64763,43757,white,IL,2023-12-23 23:02:01.649546
Chevrolet,Cruze,2013,61729,17964,black,NY,2023-09-26 23:02:01.648546
Chevrolet,Fusion,2013,63568,27394,red,NY,2023-09-08 23:02:01.650076
Ford,Altima,2013,99359,28183,white,CA,2023-07-27 23:02:01.649542
Honda,Accord,2010,37366,31932,blue,NY,2023-12-12 23:02:01.649380
Chevrolet,Cruze,2010,95625,23393,silver,FL,2023-06-26 23:02:01.648633
Ford,Camry,2012,81956,43827,white,FL,2023-08-03 23:02:01.648503
Honda,Camry,2015,18206,49971,silver,CA,2023-10-09 23:02:01.648905
Ford,Fusion,2016,89481,18592,white,IL,2023-06-26 23:02:01.649339
Ford,Fusion,2018,41441,26128,silver,FL,2023-06-23 23:02:01.649833
Nissan,Camry,2010,23681,49199,black,CA,2023-10-26 23:02:01.649928
Nissan,Cruze,2013,69549,49278,blue,CA,2023-06-10 23:02:01.649471
Nissan,Accord,2017,62439,19660,white,CA,2023-11-20 23:02:01.649430
Toyota,Fusion,2014,84608,15644,red,TX,2023-07-17 23:02:01.649134
Ford,Camry,2017,49078,41125,silver,IL,2023-08-03 23:02:01.648891
Honda,Camry,2012,65389,32971,white,CA,2024-01-27 23:02:01.648687
Ford,Altima,2017,97052,22058,blue,FL,2023-09-21 23:02:01.648568
Nissan,Fusion,2010,44589,40205,red,TX,2023-05-06 23:02:01.649633
Honda,Accord,2014,38851,10247,blue,CA,2023-09-16 23:02:01.649693
Chevrolet,Camry,2018,92897,23119,black,IL,2024-01-23 23:02:01.649180
Toyota,Fusion,2014,34917,40133,black,FL,2023-11-11 23:02:01.649728
Ford,Altima,2011,91306,37530,silver,NY,2023-10-29 23:02:01.649281
Chevrolet,Accord,2014,93298,16196,white,IL,2023-08-17 23:02:01.648828
Chevrolet,Cruze,2013,29013,24633,silver,NY,2023-04-18 23:02:01.649846
Honda,Accord,2014,87613,12640,white,TX,2023-04-05 23:02:01.649144
Ford,Altima,2013,99359,28183,white,CA,2023-07-27 23:02:01.649542
Honda,Accord,2016,93871,48770,blue,NY,2023-11-17 23:02:01.648724
Toyota,Cruze,2015,13455,10022,silver,IL,2023-03-13 23:02:01.649003
Ford,Accord,2014,59214,35763,silver,IL,2023-11-01 23:02:01.648689
Toyota,Camry,2013,23197,20778,blue,IL,2023-06-02 23:02:01.650118
Chevrolet,Cruze,2011,91582,47689,silver,CA,2023-10-30 23:02:01.649361
Toyota,Altima,2018,92711,15887,red,TX,2023-07-29 23:02:01.649509
Ford,Fusion,2013,81317,13777,black,TX,2023-07-18 23:02:01.648715
Chevrolet,Fusion,2017,61942,25671,white,FL,2024-02-12 23:02:01.649269
Toyota,Cruze,2018,98225,48224,blue,NY,2023-06-12 23:02:01.649634
Nissan,Altima,2013,33127,26736,white,FL,2023-11-01 23:02:01.648577
Chevrolet,Accord,2013,43067,18228,black,IL,2023-06-02 23:02:01.649120
Chevrolet,Accord,2017,86700,46310,white,IL,2023-04-15 23:02:01.649626
Nissan,Fusion,2018,82732,30463,blue,TX,2023-09-11 23:02:01.649107
Toyota,Altima,2016,59513,13817,silver,TX,2023-02-20 23:02:01.648626
Chevrolet,Accord,2011,14481,49998,red,FL,2023-05-15 23:02:01.649498
Ford,Fusion,2018,16860,45236,red,NY,2023-11-14 23:02:01.649243
Toyota,Cruze,2011,87526,12541,silver,FL,2023-09-17 23:02:01.649446
Ford,Altima,2012,70500,35051,blue,TX,2023-09-04 23:02:01.648572
Nissan,Cruze,2011,65150,42105,black,TX,2023-11-18 23:02:01.649375
Chevrolet,Fusion,2015,90755,32967,blue,CA,2023-11-27 23:02:01.649125
Ford,Camry,2014,65575,39014,red,CA,2023-07-24 23:02:01.648681
Chevrolet,Accord,2010,55674,19455,white,IL,2023-10-22 23:02:01.649543
Ford,Accord,2012,72705,27587,silver,CA,2023-04-27 23:02:01.649433
Toyota,Camry,2012,93536,34668,black,NY,2023-03-04 23:02:01.649479
Honda,Cruze,2015,79325,37390,silver,FL,2024-02-17 23:02:01.649956
Toyota,Accord,2016,49318,40180,silver,FL,2023-07-02 23:02:01.649863
Chevrolet,Fusion,2018,48959,22883,black,IL,2023-04-18 23:02:01.649364
Nissan,Camry,2011,54811,10188,black,TX,2023-05-02 23:02:01.649326
Nissan,Cruze,2011,94176,26010,white,FL,2023-07-15 23:02:01.649834
Toyota,Accord,2012,38167,24342,white,CA,2023-04-17 23:02:01.649165
Toyota,Altima,2018,72348,12722,red,FL,2024-01-11 23:02:01.648802
Chevrolet,Accord,2016,30560,30130,silver,IL,2023-04-29 23:02:01.650073
Chevrolet,Cruze,2010,20774,10312,white,FL,2023-07-06 23:02:01.649280
Honda,Accord,2018,36610,24300,red,TX,2023-09-01 23:02:01.649152
Nissan,Accord,2017,49179,26304,red,NY,2023-08-18 23:02:01.649884
Nissan,Fusion,2011,94724,37585,red,FL,2023-07-05 23:02:01.648663
Toyota,Fusion,2017,33388,15359,silver,FL,2023-06-20 23:02:01.649844
Toyota,Fusion,2014,34917,40133,black,FL,2023-11-11 23:02:01.649728
Chevrolet,Accord,2013,75756,17613,blue,IL,2023-07-01 23:02:01.649677
Ford,Altima,2017,33161,21365,white,CA,2023-11-17 23:02:01.649523
Chevrolet,Camry,2013,94305,30688,blue,IL,2023-06-02 23:02:01.648678
Honda,Accord,2010,49497,14358,black,IL,2023-12-18 23:02:01.649469
Nissan,Camry,2013,88226,35412,red,TX,2024-02-10 23:02:01.648470
Nissan,Altima,2018,24635,15163,white,CA,2023-08-06 23:02:01.649307
Chevrolet,Cruze,2011,19845,31425,silver,NY,2023-03-16 23:02:01.649401
Honda,Accord,2018,20374,32248,silver,NY,2023-07-16 23:02:01.650160
Ford,Accord,2013,81955,12331,red,FL,2023-05-02 23:02:01.649069
Toyota,Cruze,2013,65297,29544,silver,NY,2024-01-08 23:02:01.648693
Toyota,Accord,2018,82315,17453,red,CA,2023-06-08 23:02:01.650021
Nissan,Camry,2015,45506,19191,blue,NY,2023-09-20 23:02:01.648465
Chevrolet,Accord,2010,26605,46265,black,CA,2023-06-19 23:02:01.648881
Honda,Accord,2014,38851,10247,blue,CA,2023-09-16 23:02:01.649693
Toyota,Cruze,2013,42757,38837,white,TX,2023-10-23 23:02:01.649357
Honda,Camry,2018,93813,14436,silver,TX,2023-07-12 23:02:01.648669
Ford,Accord,2012,39083,19270,silver,IL,2023-11-10 23:02:01.649451
Nissan,Camry,2011,42937,24725,silver,NY,2024-01-15 23:02:01.649798
Chevrolet,Camry,2010,50680,33586,black,FL,2024-01-08 23:02:01.648628
